0000000099,0000054444,000621,001137,-01738,-00082,000005,000070,-00005
0000000100,0000055000,000336,001355,-01668,-00072,-00012,000080,-00003
0000000101,0000055556,000036,001522,-01531,-00062,-00029,000087,-00002
0000000102,0000056111,-00271,001646,-01341,-00049,-00045,000090,-00001
0000000103,0000056667,-00565,001718,-01116,-00035,-00057,000090,-00001
0000000104,0000057222,-00846,001744,-00868,-00020,-00066,000087,000001
0000000105,0000057778,-01112,001744,-00596,-00004,-00074,000080,000002
0000000106,0000058333,-01329,001678,-00312,000013,-00083,000072,000003
0000000107,0000058889,-01500,001544,-00011,000030,-00089,000063,000004
0000000108,0000059444,-01627,001355,000301,000046,-00091,000052,000005
0000000109,0000060000,-01707,001127,000600,000058,-00091,000040,000005
0000000110,0000060556,-01742,000876,000887,000067,-00086,000027,000005
0000000111,0000061111,-01742,000599,001154,000075,-00078,000011,000005
0000000112,0000061667,-01679,000313,001367,000083,-00068,-00007,000004
0000000113,0000062222,-01549,000020,001526,000090,-00058,-00023,000004
0000000114,0000062778,-01364,-00289,001644,000093,-00045,-00038,000002
0000000115,0000063333,-01143,-00583,001718,000093,-00033,-00051,000001
0000000116,0000063889,-00895,-00868,001742,000089,-00019,-00060,000000
0000000117,0000064444,-00619,-01135,001742,000082,-00004,-00070,-00001
0000000118,0000065000,-00336,-01354,001674,000072,000014,-00079,-00002
0000000119,0000065556,-00037,-01522,001537,000062,000031,-00086,-00003
0000000120,0000066111,000272,-01645,001349,000049,000047,-00090,-00004
0000000121,0000066667,000566,-01715,001123,000035,000059,-00090,-00006
0000000122,0000067222,000845,-01742,000871,000021,000069,-00086,-00007
0000000123,0000067778,001112,-01742,000599,000005,000076,-00081,-00008
0000000124,0000068333,001331,-01676,000314,-00013,000085,-00073,-00009
0000000125,0000068889,001502,-01541,000013,-00030,000091,-00064,-00010
0000000126,0000069444,001630,-01356,-00298,-00045,000093,-00053,-00011
0000000127,0000070000,001710,-01129,-00596,-00057,000093,-00040,-00011
0000000128,0000070556,001741,-00876,-00883,-00067,000088,-00027,-00011
0000000129,0000071111,001741,-00599,-01147,-00075,000080,-00011,-00011
0000000130,0000071667,001679,-00315,-01363,-00083,000069,000007,-00010
0000000131,0000072222,001548,-00020,-01522,-00089,000059,000023,-00009
0000000132,0000072778,001365,000288,-01640,-00093,000047,000038,-00009
0000000133,0000073333,001145,000580,-01712,-00093,000035,000051,-00007
0000000134,0000073889,000896,000865,-01733,-00089,000021,000060,-00006
0000000135,0000074444,000623,001134,-01733,-00081,000006,000070,-00005
0000000136,0000075000,000336,001355,-01669,-00072,-00012,000079,-00003
0000000137,0000075556,000037,001521,-01533,-00062,-00028,000086,-00003
0000000138,0000076111,-00271,001646,-01344,-00049,-00044,000091,-00001
0000000139,0000076667,-00564,001716,-01119,-00035,-00057,000091,-00001
0000000140,0000077222,-00846,001744,-00867,-00021,-00066,000087,000001
0000000141,0000077778,-01111,001744,-00596,-00004,-00074,000081,000002
0000000142,0000078333,-01330,001677,-00311,000013,-00082,000072,000004
0000000143,0000078889,-01498,001544,-00012,000030,-00089,000063,000004
0000000144,0000079444,-01629,001357,000303,000046,-00091,000052,000005
0000000145,0000080000,-01708,001129,000599,000058,-00091,000041,000005
0000000146,0000080556,-01741,000876,000886,000067,-00086,000027,000005
0000000147,0000081111,-01741,000601,001150,000075,-00078,000012,000004
0000000148,0000081667,-01678,000316,001365,000084,-00068,-00008,000004
0000000149,0000082222,-01550,000018,001528,000090,-00058,-00024,000004
0000000150,0000082778,-01364,-00289,001644,000093,-00045,-00038,000002
0000000151,0000083333,-01144,-00581,001717,000093,-00033,-00051,000001
0000000152,0000083889,-00894,-00868,001739,000089,-00019,-00060,000000
0000000153,0000084444,-00621,-01134,001739,000082,-00003,-00069,-00001
0000000154,0000085000,-00337,-01354,001672,000073,000014,-00080,-00002
0000000155,0000085556,-00039,-01520,001537,000062,000031,-00086,-00003
0000000156,0000086111,000271,-01645,001349,000049,000047,-00090,-00005
0000000157,0000086667,000564,-01716,001123,000035,000059,-00090,-00006
0000000158,0000087222,000846,-01744,000870,000021,000068,-00087,-00007
0000000159,0000087778,001110,-01744,000601,000005,000076,-00080,-00008
0000000160,0000088333,001329,-01677,000315,-00012,000085,-00073,-00009
0000000161,0000088889,001500,-01543,000015,-00030,000090,-00063,-00010
0000000162,0000089444,001629,-01353,-00297,-00045,000094,-00052,-00011
0000000163,0000090000,001708,-01130,-00595,-00057,000094,-00041,-00011
0000000164,0000090556,001741,-00875,-00881,-00067,000088,-00027,-00011
0000000165,0000091111,001741,-00598,-01146,-00075,000081,-00011,-00011
0000000166,0000091667,001681,-00316,-01363,-00083,000070,000007,-00010
0000000167,0000092222,001550,-00017,-01522,-00090,000059,000023,-00010
0000000168,0000092778,001367,000288,-01640,-00093,000048,000038,-00009
0000000169,0000093333,001146,000582,-01710,-00093,000035,000050,-00007
0000000170,0000093889,000894,000866,-01736,-00089,000021,000060,-00006
0000000171,0000094444,000624,001135,-01736,-00082,000006,000070,-00004
0000000172,0000095000,000338,001355,-01668,-00072,-00012,000079,-00004
0000000173,0000095556,000041,001521,-01531,-00062,-00028,000087,-00002
0000000174,0000096111,-00272,001646,-01343,-00049,-00044,000091,-00001
0000000175,0000096667,-00563,001718,-01120,-00035,-00056,000091,000000
0000000176,0000097222,-00844,001744,-00868,-00021,-00066,000086,000002
0000000177,0000097778,-01111,001744,-00596,-00004,-00074,000080,000002
0000000178,0000098333,-01330,001678,-00313,000013,-00082,000072,000004
0000000179,0000098889,-01499,001546,-00010,000030,-00089,000063,000005
0000000180,0000099444,-01629,001356,000300,000045,-00092,000052,000005
0000000181,0000100000,-01709,001132,000598,000057,-00092,000041,000005
0000000182,0000100556,-01742,000875,000884,000067,-00087,000027,000005
0000000183,0000101111,-01742,000600,001149,000075,-00078,000012,000005
0000000184,0000101667,-01679,000316,001364,000084,-00068,-00007,000005
0000000185,0000102222,-01548,000021,001524,000090,-00058,-00023,000003
0000000186,0000102778,-01366,-00284,001645,000093,-00046,-00038,000003
0000000187,0000103333,-01144,-00580,001718,000093,-00033,-00051,000001
0000000188,0000103889,-00894,-00866,001740,000088,-00019,-00060,000000
0000000189,0000104444,-00621,-01136,001740,000082,-00004,-00069,-00001
0000000190,0000105000,-00339,-01354,001674,000072,000014,-00079,-00002
0000000191,0000105556,-00038,-01522,001536,000062,000031,-00086,-00003
0000000192,0000106111,000272,-01647,001349,000049,000046,-00090,-00005
0000000193,0000106667,000564,-01716,001125,000036,000059,-00090,-00005
0000000194,0000107222,000845,-01743,000872,000021,000068,-00086,-00007
0000000195,0000107778,001112,-01743,000601,000005,000076,-00080,-00008
0000000196,0000108333,001332,-01677,000316,-00013,000085,-00072,-00009
0000000197,0000108889,001500,-01543,000015,-00029,000091,-00063,-00010
0000000198,0000109444,001629,-01356,-00295,-00045,000094,-00053,-00011
0000000199,0000110000,001708,-01129,-00594,-00057,000094,-00041,-00011
0000000200,0000110556,001742,-00878,-00881,-00067,000088,-00027,-00011
0000000201,0000111111,001742,-00599,-01148,-00075,000080,-00012,-00011
0000000202,0000111667,001681,-00315,-01361,-00083,000070,000007,-00010
0000000203,0000112222,001551,-00020,-01522,-00090,000059,000023,-00009
0000000204,0000112778,001367,000287,-01639,-00093,000048,000038,-00009
0000000205,0000113333,001146,000581,-01711,-00093,000035,000050,-00007
0000000206,0000113889,000896,000862,-01735,-00089,000022,000060,-00006
0000000207,0000114444,000622,001135,-01735,-00081,000006,000069,-00005
0000000208,0000115000,000339,001353,-01667,-00073,-00012,000079,-00003
0000000209,0000115556,000040,001522,-01533,-00062,-00028,000086,-00003
0000000210,0000116111,-00271,001644,-01342,-00049,-00043,000090,-00002
0000000211,0000116667,-00562,001719,-01120,-00035,-00056,000090,-00001
0000000212,0000117222,-00845,001746,-00870,-00021,-00066,000086,000001
0000000213,0000117778,-01109,001746,-00598,-00005,-00074,000080,000002
0000000214,0000118333,-01329,001677,-00312,000013,-00082,000072,000004
0000000215,0000118889,-01497,001544,-00012,000030,-00088,000063,000004
0000000216,0000119444,-01628,001357,000299,000046,-00091,000053,000005
0000000217,0000120000,-01708,001131,000597,000058,-00091,000041,000005
0000000218,0000120556,-01741,000877,000884,000068,-00086,000027,000005
0000000219,0000121111,-01741,000602,001149,000075,-00078,000012,000005
0000000220,0000121667,-01680,000317,001365,000083,-00068,-00007,000004
0000000221,0000122222,-01549,000019,001526,000090,-00058,-00023,000004
0000000222,0000122778,-01366,-00286,001643,000093,-00046,-00037,000003
0000000223,0000123333,-01144,-00580,001716,000093,-00033,-00049,000001
0000000224,0000123889,-00894,-00865,001739,000089,-00019,-00059,000000
0000000225,0000124444,-00621,-01134,001739,000082,-00005,-00069,-00002
0000000226,0000125000,-00337,-01354,001674,000073,000008,-00073,-00002
0000000227,0000125556,-00040,-01510,001535,000062,000024,-00080,-00004
0000000228,0000126111,000269,-01646,001349,000049,000039,-00085,-00005
0000000229,0000126667,000564,-01719,001125,000035,000052,-00085,-00006
0000000230,0000127222,000843,-01744,000874,000021,000063,-00082,-00007
0000000231,0000127778,001112,-01744,000603,000005,000071,-00077,-00008
0000000232,0000128333,001329,-01681,000318,-00012,000080,-00070,-00009
0000000233,0000128889,001498,-01546,000018,-00029,000088,-00062,-00010
0000000234,0000129444,001629,-01359,-00292,-00045,000093,-00052,-00011
0000000235,0000130000,001709,-01134,-00592,-00057,000093,-00041,-00011
0000000236,0000130556,001743,-00878,-00879,-00066,000089,-00027,-00011
0000000237,0000131111,001743,-00602,-01144,-00075,000080,-00012,-00011
0000000238,0000131667,001681,-00318,-01361,-00083,000070,000006,-00010
0000000239,0000132222,001551,-00022,-01523,-00090,000061,000023,-00009
0000000240,0000132778,001368,000284,-01640,-00093,000052,000034,-00008
0000000241,0000133333,001146,000575,-01707,-00093,000041,000045,-00007
0000000242,0000133889,000899,000859,-01734,-00089,000028,000054,-00006
0000000243,0000134444,000625,001130,-01734,-00082,000013,000064,-00004
0000000244,0000135000,000339,001350,-01667,-00072,000000,000073,-00003
0000000245,0000135556,000040,001520,-01532,-00062,-00020,000080,-00002
0000000246,0000136111,-00270,001645,-01343,-00049,-00037,000084,-00001
0000000247,0000136667,-00562,001717,-01120,-00035,-00050,000084,-00001
0000000248,0000137222,-00846,001745,-00869,-00021,-00059,000081,000002
0000000249,0000137778,-01108,001745,-00598,-00006,-00069,000076,000002
0000000250,0000138333,-01330,001680,-00315,000013,-00078,000069,000004
0000000251,0000138889,-01500,001544,-00016,000030,-00086,000061,000004
0000000252,0000139444,-01629,001362,000296,000045,-00091,000051,000005
0000000253,0000140000,-01707,001137,000594,000058,-00091,000040,000005
0000000254,0000140556,-01742,000882,000881,000067,-00087,000028,000005
0000000255,0000141111,-01742,000604,001149,000075,-00079,000013,000005
0000000256,0000141667,-01681,000319,001363,000083,-00069,-00001,000004
0000000257,0000142222,-01551,000024,001523,000090,-00061,-00020,000004
0000000258,0000142778,-01367,-00281,001641,000093,-00051,-00033,000002
0000000259,0000143333,-01146,-00577,001714,000093,-00039,-00045,000001
0000000260,0000143889,-00896,-00862,001739,000089,-00027,-00054,000000
0000000261,0000144444,-00624,-01130,001739,000082,-00012,-00063,-00002
0000000262,0000145000,-00339,-01352,001673,000072,000006,-00072,-00002
0000000263,0000145556,-00040,-01522,001536,000062,000022,-00079,-00004
0000000264,0000146111,000269,-01644,001348,000049,000038,-00083,-00005
0000000265,0000146667,000562,-01717,001126,000036,000052,-00083,-00006
0000000266,0000147222,000842,-01747,000874,000020,000061,-00081,-00007
0000000267,0000147778,001109,-01747,000605,000005,000071,-00075,-00008
0000000268,0000148333,001330,-01680,000319,-00012,000080,-00068,-00009
0000000269,0000148889,001498,-01547,000020,-00029,000088,-00061,-00010
0000000270,0000149444,001629,-01362,-00292,-00045,000093,-00052,-00011
0000000271,0000150000,001708,-01134,-00591,-00057,000093,-00041,-00011
0000000272,0000150556,001741,-00882,-00877,-00067,000089,-00028,-00011
0000000273,0000151111,001741,-00605,-01146,-00075,000081,-00013,-00011
0000000274,0000151667,001679,-00321,-01358,-00083,000072,000000,-00010
0000000275,0000152222,001552,-00027,-01518,-00090,000064,000019,-00010
0000000276,0000152778,001367,000280,-01635,-00092,000054,000033,-00008
0000000277,0000153333,001148,000574,-01709,-00092,000043,000044,-00007
0000000278,0000153889,000898,000859,-01733,-00089,000030,000053,-00005
0000000279,0000154444,000625,001129,-01733,-00082,000015,000061,-00004
0000000280,0000155000,000341,001351,-01668,-00072,000000,000070,-00004
0000000281,0000155556,000042,001518,-01533,-00062,-00018,000078,-00002
0000000282,0000156111,-00268,001643,-01347,-00049,-00034,000082,-00001
0000000283,0000156667,-00560,001716,-01122,-00036,-00047,000082,000000
0000000284,0000157222,-00842,001747,-00871,-00021,-00057,000079,000001
0000000285,0000157778,-01108,001747,-00601,-00005,-00067,000074,000003
0000000286,0000158333,-01330,001682,-00319,000013,-00076,000067,000004
0000000287,0000158889,-01500,001551,-00018,000030,-00085,000060,000005
0000000288,0000159444,-01629,001363,000294,000045,-00090,000051,000005
0000000289,0000160000,-01707,001138,000591,000058,-00090,000041,000005
0000000290,0000160556,-01742,000883,000878,000067,-00087,000027,000005
0000000291,0000161111,-01742,000606,001145,000075,-00079,000013,000005
0000000292,0000161667,-01682,000321,001362,000083,-00071,000000,000005
0000000293,0000162222,-01551,000026,001521,000090,-00063,-00019,000004
0000000294,0000162778,-01367,-00280,001639,000093,-00052,-00032,000002
0000000295,0000163333,-01147,-00573,001711,000093,-00042,-00043,000001
0000000296,0000163889,-00897,-00858,001737,000089,-00029,-00051,-00001
0000000297,0000164444,-00626,-01128,001737,000082,-00015,-00059,-00001
0000000298,0000165000,-00339,-01348,001671,000072,000000,-00068,-00002
0000000299,0000165556,-00042,-01518,001536,000062,000019,-00076,-00003
0000000300,0000166111,000268,-01642,001351,000049,000034,-00080,-00004
0000000301,0000166667,000563,-01715,001127,000036,000048,-00080,-00006
0000000302,0000167222,000840,-01746,000877,000021,000058,-00078,-00007
0000000303,0000167778,001108,-01746,000606,000006,000067,-00073,-00008
0000000304,0000168333,001328,-01681,000321,-00012,000077,-00067,-00009
0000000305,0000168889,001499,-01549,000022,-00029,000086,-00060,-00010
0000000306,0000169444,001629,-01365,-00288,-00045,000092,-00051,-00011
0000000307,0000170000,001713,-01138,-00589,-00057,000092,-00041,-00011
0000000308,0000170556,001743,-00885,-00874,-00067,000089,-00028,-00011
0000000309,0000171111,001743,-00607,-01139,-00075,000082,-00013,-00011
0000000310,0000171667,001682,-00321,-01356,-00083,000074,000000,-00010
0000000311,0000172222,001553,-00028,-01516,-00090,000065,000017,-00009
0000000312,0000172778,001367,000279,-01635,-00093,000056,000031,-00008
0000000313,0000173333,001151,000572,-01707,-00093,000046,000040,-00007
0000000314,0000173889,000898,000855,-01731,-00089,000034,000048,-00005
0000000315,0000174444,000625,001127,-01731,-00082,000020,000056,-00005
0000000316,0000175000,000341,001177,-01664,-00073,000020,000056,-00012
0000000317,0000175556,000090,001177,-01039,-00071,000549,-00514,-00012
0000000318,0000176111,-00233,000694,-00273,-00059,000863,-00834,-00015
0000000319,0000176667,-00530,000694,-00110,-00052,001169,-01149,-00015
0000000320,0000177222,-00800,000806,000049,-00041,001399,-01382,-00016
0000000321,0000177778,-01068,000887,000210,-00028,001622,-01625,-00016
0000000322,0000178333,-01304,001034,000310,-00013,001806,-01814,-00016
0000000323,0000178889,-01495,001060,000454,000000,001910,-01932,-00014
0000000324,0000179444,-01646,001060,000601,000021,001910,-01932,-00011
0000000325,0000180000,-01719,001035,000689,000036,001828,-01863,-00008
0000000326,0000180556,-01734,000967,000784,000051,001651,-01661,-00003
0000000327,0000181111,-01734,000899,000826,000063,001387,-01307,-00001
0000000328,0000181667,-01689,000834,000842,000076,001040,-00770,000004
0000000329,0000182222,-01592,000712,000842,000086,000588,-00300,000008
0000000330,0000182778,-01427,000574,000825,000094,000160,-00060,000011
0000000331,0000183333,-01182,000385,000771,000098,-00090,000085,000015
0000000332,0000183889,-00906,000190,000678,000098,-00349,000323,000017
0000000333,0000184444,-00607,-00082,000653,000096,-00645,000607,000020
0000000334,0000185000,-00316,-00276,000553,000092,-01018,000983,000022
0000000335,0000185556,-00040,-00414,000417,000084,-01380,001352,000024
0000000336,0000186111,000226,-00552,000288,000078,-01728,001702,000025
0000000337,0000186667,000488,-00661,000139,000069,-02035,002015,000025
0000000338,0000187222,000748,-00769,-00010,000059,-02296,002283,000024
0000000339,0000187778,001009,-00876,-00165,000044,-02499,002496,000023
0000000340,0000188333,001252,-00959,-00326,000030,-02645,002651,000021
0000000341,0000188889,001457,-01018,-00463,000013,-02718,002738,000018
0000000342,0000189444,001610,-01018,-00587,-00006,-02718,002738,000015
0000000343,0000190000,001696,-01017,-00684,-00024,-02638,002673,000011
0000000344,0000190556,001728,-00969,-00759,-00038,-02483,002524,000006
0000000345,0000191111,001728,-00909,-00812,-00051,-02261,002306,000002
0000000346,0000191667,001691,-00829,-00843,-00063,-01980,002029,-00004
0000000347,0000192222,001594,-00727,-00843,-00074,-01649,001702,-00007
0000000348,0000192778,001429,-00581,-00815,-00083,-01269,001322,-00012
0000000349,0000193333,001199,-00411,-00753,-00089,-00854,000903,-00016
0000000350,0000193889,000927,-00226,-00662,-00089,-00420,000464,-00020
0000000351,0000194444,000637,-00041,-00555,-00087,000000,000027,-00023
0000000352,0000195000,000340,000159,-00462,-00083,000413,-00378,-00025
0000000353,0000195556,000058,000362,-00385,-00077,000794,-00767,-00027
0000000354,0000196111,-00207,000510,-00264,-00071,001155,-01134,-00028
0000000355,0000196667,-00467,000627,-00122,-00062,001478,-01465,-00029
0000000356,0000197222,-00731,000731,000039,-00052,001752,-01745,-00029
0000000357,0000197778,-00994,000841,000191,-00039,001972,-01974,-00028
0000000358,0000198333,-01237,000932,000340,-00024,002133,-02146,-00026
0000000359,0000198889,-01438,000992,000469,-00008,002230,-02252,-00023
0000000360,0000199444,-01584,000995,000590,000009,002230,-02252,-00020
0000000361,0000200000,-01672,000995,000687,000026,002194,-02234,-00017
0000000362,0000200556,-01710,000951,000765,000041,002067,-02112,-00013
0000000363,0000201111,-01710,000885,000825,000053,001871,-01921,-00009
0000000364,0000201667,-01670,000806,000855,000065,001621,-01673,-00004
0000000365,0000202222,-01575,000701,000855,000075,001317,-01371,000000
0000000366,0000202778,-01416,000562,000828,000083,000965,-01021,000004
0000000367,0000203333,-01191,000393,000767,000086,000577,-00629,000008
0000000368,0000203889,-00922,000210,000677,000086,000169,-00215,000011
0000000369,0000204444,-00636,000024,000578,000083,-00232,000191,000015
0000000370,0000205000,-00345,-00186,000495,000079,-00621,000587,000017
0000000371,0000205556,-00069,-00353,000387,000073,-00996,000970,000019
0000000372,0000206111,000192,-00485,000260,000066,-01347,001328,000020
0000000373,0000206667,000446,-00603,000122,000057,-01658,001646,000020
0000000374,0000207222,000708,-00716,-00028,000047,-01922,001917,000020
0000000375,0000207778,000978,-00831,-00180,000033,-02139,002144,000019
0000000376,0000208333,001229,-00924,-00335,000019,-02297,002311,000017
0000000377,0000208889,001439,-00992,-00472,000002,-02388,002412,000015
0000000378,0000209444,001591,-00992,-00593,-00015,-02388,002412,000012
0000000379,0000210000,001674,-00992,-00687,-00032,-02338,002381,000008
0000000380,0000210556,001701,-00950,-00758,-00046,-02205,002255,000004
0000000381,0000211111,001701,-00883,-00810,-00058,-02007,002060,000000
0000000382,0000211667,001661,-00804,-00842,-00069,-01749,001807,-00004
0000000383,0000212222,001568,-00703,-00842,-00078,-01436,001497,-00008
0000000384,0000212778,001410,-00565,-00812,-00086,-01075,001127,-00013
0000000385,0000213333,001184,-00399,-00748,-00089,-00683,000715,-00016
0000000386,0000213889,000913,-00221,-00655,-00089,-00280,000289,-00020
0000000387,0000214444,000625,-00037,-00551,-00085,000116,-00098,-00022
0000000388,0000215000,000339,000163,-00465,-00080,000493,-00469,-00025
0000000389,0000215556,000064,000338,-00369,-00073,000861,-00840,-00026
0000000390,0000216111,-00197,000482,-00247,-00066,001206,-01189,-00027
0000000391,0000216667,-00450,000602,-00111,-00055,001518,-01507,-00027
0000000392,0000217222,-00706,000709,000034,-00046,001782,-01779,-00027
0000000393,0000217778,-00970,000818,000187,-00032,001999,-02005,-00027
0000000394,0000218333,-01217,000914,000337,-00018,002154,-02170,-00025
0000000395,0000218889,-01426,000980,000474,-00002,002246,-02272,-00021
0000000396,0000219444,-01579,000985,000596,000017,002246,-02272,-00018
0000000397,0000220000,-01664,000985,000689,000034,002198,-02242,-00015
0000000398,0000220556,-01689,000941,000759,000047,002067,-02116,-00010
0000000399,0000221111,-01689,000876,000810,000060,001872,-01925,-00007
0000000400,0000221667,-01650,000799,000841,000071,001622,-01678,-00002
0000000401,0000222222,-01557,000695,000841,000081,001320,-01379,000000
0000000402,0000222778,-01395,000552,000816,000088,000971,-01029,000004
0000000403,0000223333,-01169,000387,000752,000090,000588,-00644,000007
0000000404,0000223889,-00899,000207,000662,000090,000188,-00240,000010
